;Unnamed: 0;commit_hash;author_date_unix_timestamp;commit_message;fix;classification;contains_bug;ns;nd;nf;entrophy;la;ld;lt;ndev;age;nuc;exp;rexp;sexp;contains_bug_gpt;vl;vl_gpt
57;18376;008c9a6ada0f2e87ae103bd7b5e511fe3b1aba3f;1064428306;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;3.0;2.0;1554.0;1.0;0.2651736111111111;12.0;678.0;4.771114311902579;103.0;0;0;0
58;18375;e710fd1725cf634922b9a69ea7520b0d8fc7d3f4;1064428640;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;2.0;1.0;1260.0;1.0;0.2070949074074074;14.0;679.0;5.828703962443414;337.0;0;0;0
59;18374;8a93d35bf820435bec192702dbc347881d09ee3b;1064428640;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;2.0;1.0;1261.0;1.0;0.0;15.0;679.0;0.0;337.0;0;0;0
60;18372;ea02436e556a033a0f7e73b0f38f819d7582e115;1064429672;*** empty log message ***;False;;True;1.0;1.0;1.0;0.0;691.0;0.0;0.0;1.0;0.0;0.0;680.0;0.0;338.0;1;356;356
61;18373;a9bdd5f112dee409a94b98164633109a3c9f2b69;1064429672;*** empty log message ***;False;;True;1.0;1.0;1.0;0.0;691.0;0.0;691.0;1.0;0.0;1.0;680.0;0.0;338.0;1;356;356
62;18371;e213b2c2d9a4e2471e0f17a83d63ba7628c497cd;1064430403;*** empty log message ***;False;;True;1.0;1.0;1.0;0.0;90.0;28.0;344.0;1.0;1.7799074074074075;4.0;681.0;1.561826978099152;104.0;1;2097;2097
63;18370;f69cf2623fcaf624057a39e34f6951fbc879b3df;1064430403;*** empty log message ***;False;;True;1.0;1.0;1.0;0.0;90.0;28.0;406.0;1.0;0.0;5.0;681.0;0.0;104.0;1;2097;2097
64;18369;69f204d5e186dee93ad5547000f35fee38790b32;1064443838;Removed remove_mutex;False;;False;1.0;1.0;1.0;0.0;26.0;26.0;1262.0;1.0;0.1759027777777777;16.0;682.0;6.684958547177261;339.0;0;0;0
65;18368;aa7feff1781011b00a32414afbd28ed6ba274c55;1064443838;Removed remove_mutex;False;;False;1.0;1.0;1.0;0.0;26.0;26.0;1262.0;1.0;0.0;17.0;682.0;0.0;339.0;0;0;0
66;18367;b337828799c1eddfbad635d25c52bcc4dfa02415;1064443940;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;1.0;24.0;681.0;1.0;0.0;7.0;683.0;0.0;340.0;0;0;0
67;18366;399cb3c268352a93b5e1a9cc406795be33dc73e1;1064443940;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;1.0;24.0;704.0;1.0;1.924085648148148;6.0;683.0;1.5197273837380672;340.0;0;0;0
68;18365;ea7aad6dcc1ff59a8256b3cee80d2f93ba99251e;1064444346;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;91.0;91.0;1606.0;1.0;0.0;15.0;684.0;0.0;105.0;0;0;0
69;18364;ae0e65aabdf1d2a9132dc18b38c4841744066d84;1064444346;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;91.0;91.0;1606.0;1.0;0.1966898148148148;14.0;684.0;6.084147346122161;105.0;0;0;0
70;18362;7c5cb083c5a7f563e05d2957f8016e584c2d2bde;1064444623;Added ACK/ACK_OK;False;Feature Addition;False;1.0;1.0;1.0;0.0;5.0;1.0;364.0;1.0;0.0;3.0;685.0;0.0;341.0;0;0;0
71;18363;31d0a0dabde54ec997c0914f88aec46eaf85801c;1064444623;Added ACK/ACK_OK;False;Feature Addition;False;1.0;1.0;1.0;0.0;5.0;1.0;360.0;1.0;15.902534722222224;2.0;685.0;1.062883057164629;341.0;0;0;0
72;18360;98072bfc32cf7fc0162d92a3b6b5fac9b0730bf0;1064445563;Added handling of ACK_OK;False;Feature Addition;False;1.0;1.0;4.0;1.9899343783255763;20.0;4.0;979.0;1.0;15.913414351851852;8.0;687.5;1.0327292007747366;345.0;0;0;0
73;18361;5381d91c6ec0a456703ecc93c32c112bd0714441;1064445563;Added handling of ACK_OK;False;Feature Addition;False;1.0;1.0;4.0;1.9899343783255763;20.0;4.0;983.0;1.0;0.0;12.0;687.5;0.0;345.0;0;0;0
74;18358;313f5315b3218858098a7bb842f72cbed386a3dc;1064445608;Added flushEvents();False;Feature Addition;False;1.0;1.0;1.0;0.0;19.0;1.0;658.0;1.0;0.0193055555555555;8.0;690.0;52.79856115107914;346.0;0;0;0
75;18359;87f77e446044a81c640a57ed80cb3c13b8612f83;1064445608;Added flushEvents();False;Feature Addition;False;1.0;1.0;1.0;0.0;19.0;1.0;676.0;1.0;0.0;9.0;690.0;0.0;346.0;0;0;0
76;18357;93b591f4ca0c4eb9baa11e683168f6ac59cfd568;1064445624;Added flushEvents() call;False;Feature Addition;False;1.0;1.0;1.0;0.0;2.0;1.0;101.0;1.0;0.0;3.0;691.0;0.0;106.0;0;0;0
77;18356;082a57d436fdedcf152a4f28092daf05a1efd323;1064445624;Added flushEvents() call;False;Feature Addition;False;1.0;1.0;1.0;0.0;2.0;1.0;100.0;1.0;1.9438773148148147;2.0;691.0;1.5144357580484784;106.0;0;0;0
78;18354;22ce95b62af38b925dd8386899bc3eda59383573;1064445646;*** empty log message ***;False;;True;4.0;9.0;32.0;4.802836612984736;88.0;84.0;916.5625;1.0;0.0;104.0;707.5;0.0;113.0;1;57;57
79;18355;756fd6552814baf0d30cf10ae88861c0d0fd848b;1064445646;*** empty log message ***;False;;True;4.0;9.0;32.0;4.802836612984736;88.0;84.0;916.4375;1.0;15.393580729166672;72.0;707.5;1.0095447988936967;113.0;1;57;57
80;18352;cf5fbcace2c76ac630b3b9fe75f53198c30fd411;1064508453;cleanup testBarrier() to stop its threads;False;Perfective;False;1.0;1.0;1.0;0.0;43.0;7.0;1592.0;1.0;0.0;15.0;15.0;0.0;15.0;0;0;0
81;18353;4a7001d23c981615e5ea6ee89b249fabee062c4b;1064508453;cleanup testBarrier() to stop its threads;False;Perfective;False;1.0;1.0;1.0;0.0;43.0;7.0;1556.0;1.0;0.9276273148148148;14.0;14.0;2.078019139830561;14.0;0;0;0
82;18351;a4debecd7e4eff070dc9e24561f33e625835c2b4;1064515216;Removed resetting Queue in init();False;;False;1.0;1.0;1.0;0.0;7.0;5.0;2354.0;1.0;16.719583333333333;2.0;724.0;1.0598101029232188;370.0;0;0;0
83;18350;01b8b375cd32d356bddac196138869344cd90b02;1064515216;Removed resetting Queue in init();False;;False;1.0;1.0;1.0;0.0;7.0;5.0;2356.0;1.0;0.0;3.0;724.0;0.0;370.0;0;0;0
84;18349;af3a773463bb6ce6e663e273731672c1c758929b;1064515252;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;4.0;1.0;3327.0;1.0;0.0;11.0;725.0;0.0;184.0;0;0;0
85;18348;ed69634493441aab8ba68510934466d33c4796e5;1064515252;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;4.0;1.0;3324.0;1.0;0.805625;10.0;725.0;2.2412723041117144;184.0;0;0;0
86;18347;92fc511ef7f9db73adf6b836c86b55bd1e4e1f0d;1064516887;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;2.0;2.0;1606.0;1.0;0.0;17.0;726.0;0.0;114.0;0;0;0
87;18346;d6a89b10ed3dcb6613ce33c956e098941803aadc;1064516887;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;2.0;2.0;1606.0;1.0;0.8395949074074074;16.0;726.0;2.1910505782936545;114.0;0;0;0
88;18344;a2eda08a134efd5a95cbbb7a06b389fe8c7826da;1064565496;Add notifyAll() in remove methods for performance;False;Feature Addition;False;1.0;1.0;1.0;0.0;9.0;3.0;1262.0;1.0;1.4080787037037037;18.0;16.0;1.7101875750053428;0.0;0;0;0
89;18345;27dfc03f382e10301036850ac9ddbb9fa88bdd22;1064565496;Add notifyAll() in remove methods for performance;False;Feature Addition;False;1.0;1.0;1.0;0.0;9.0;3.0;1268.0;1.0;0.0;19.0;17.0;0.0;1.0;0;0;0
90;18342;61c141fe43d1ba6644c7098e8638d097bc955d43;1064570946;Check that all testBarrier threads end ok;False;Preventative;False;1.0;1.0;1.0;0.0;66.0;33.0;1680.0;1.0;2.0447685185185187;2.0;18.0;1.489052912808205;16.0;0;0;0
91;18343;cfa61f3d39f10ef23152d6ef62b026b1cfc15548;1064570946;Check that all testBarrier threads end ok;False;Preventative;False;1.0;1.0;1.0;0.0;66.0;33.0;1713.0;1.0;0.0;3.0;19.0;0.0;17.0;0;0;0
92;18340;dc3165c21ff09af6585953605eacef7bf6c12962;1064571272;Add boolean in getTypesFromString() for method handleLeave in ParticipantGmsImpl;False;Feature Addition;False;1.0;1.0;1.0;0.0;3.0;1.0;1088.0;1.0;17.36837962962963;2.0;20.0;1.057575894892005;2.0;0;0;0
93;18341;2992722bf49704c0e833b7ce2181cefbcb743224;1064571272;Add boolean in getTypesFromString() for method handleLeave in ParticipantGmsImpl;False;Feature Addition;False;1.0;1.0;1.0;0.0;3.0;1.0;1090.0;1.0;0.0;3.0;21.0;0.0;3.0;0;0;0
94;18338;9ccfcfef462bfccdd5ecc0ec9104f7bd40bda9ee;1064585174;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;5.0;11.0;1274.0;1.0;0.2277546296296296;20.0;727.0;5.390690110783616;371.0;0;0;0
95;18339;c2a4b4638e1490f72db76a8e05a320a961a1ffad;1064585174;*** empty log message ***;False;;False;1.0;1.0;1.0;0.0;5.0;11.0;1268.0;1.0;0.0;21.0;727.0;0.0;371.0;0;0;0
96;18337;41bddf9cf002e3abdd86271a55b619bd6f12d342;1064589038;One more on JChannel !;False;;False;1.0;1.0;1.0;0.0;1017.0;0.0;0.0;1.0;0.0;0.0;22.0;0.0;18.0;0;0;0
97;18336;a50b186b32e6333be6545cc3ab44e2ce08d8bdcc;1064589038;One more on JChannel !;False;;False;1.0;1.0;1.0;0.0;1017.0;0.0;1017.0;1.0;0.0;1.0;23.0;0.0;19.0;0;0;0
98;18335;12442181d6c349b192c6e89152ce311b59f10300;1066186679;added UDP.bin_addr property;False;Feature Addition;False;1.0;1.0;1.0;0.0;7.0;3.0;2364.0;1.0;0.0;5.0;728.0;0.0;372.0;0;0;0
99;18334;4dc3d89ec3a294adb54a0c18ff17512e71b78599;1066186679;added UDP.bin_addr property;False;Feature Addition;False;1.0;1.0;1.0;0.0;7.0;3.0;2360.0;1.0;20.151805555555555;4.0;728.0;1.0496233450269827;372.0;0;0;0
100;18332;9335bf1f0e8d2b1a996015aabe5c89fe0c4f0415;1066234202;use a more sensible test function name;False;Preventative;False;1.0;1.0;1.0;0.0;2.0;2.0;370.0;1.0;0.0;3.0;25.0;0.0;21.0;0;0;0
101;18333;36349526555d8c947db4eaf2edff1643fd4d425a;1066234202;use a more sensible test function name;False;Preventative;False;1.0;1.0;1.0;0.0;2.0;2.0;370.0;1.0;36.61525462962963;2.0;24.0;1.0273110213247236;20.0;0;0;0
102;18331;ae59c0338c66e3d77ccaee9ed0f0fababb4748dc;1066234450;Rewrite remove() and remove(long) functions;False;;False;1.0;1.0;1.0;0.0;625.0;623.0;1328.0;1.0;20.70375;4.0;26.0;1.0483004286663045;4.0;0;0;0
103;18330;b6a20334ff78f7b7a3915de9fde4e1c369eef9ee;1066234450;Rewrite remove() and remove(long) functions;False;;False;1.0;1.0;1.0;0.0;625.0;623.0;1330.0;1.0;0.0;5.0;27.0;0.0;5.0;0;0;0
104;18329;fa2661ce1885ea0041b95406258e9a78a59448cf;1066234509;More agressive tests on DistributedQueue;False;Preventative;False;1.0;1.0;4.0;1.306593654853327;469.0;0.0;0.0;1.0;0.0;0.0;29.5;0.0;25.0;0;0;0
105;18328;e66edf04b63c61254a838102b673a0982a8d329f;1066234509;More agressive tests on DistributedQueue;False;Preventative;False;1.0;1.0;4.0;1.306593654853327;469.0;0.0;117.25;1.0;0.0;4.0;33.5;0.0;29.0;0;0;0
106;18327;5dbdeb25d53d3b9c0605f798dd522716e49b4fd2;1066248783;initial checkin;False;Feature Addition;True;1.0;1.0;1.0;0.0;954.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1912;1912
107;18326;92e26d878fbbb55d236b7be038405f768b752fff;1066248783;initial checkin;False;Feature Addition;True;1.0;1.0;1.0;0.0;954.0;0.0;954.0;1.0;0.0;1.0;1.0;0.0;1.0;1;1912;1912
108;18325;825f005e9d65491155146945fc15f23428537d03;1066248897;tests for GossipRouter - they can also be used on the old GossipServer and Router;False;Preventative;True;1.0;1.0;4.0;1.8697293114032325;1084.0;0.0;271.0;1.0;0.0;4.0;7.5;0.0;7.0;1;592;592
109;18324;562dc978cb1f55bd83732934d21f081b2bcd4737;1066248897;tests for GossipRouter - they can also be used on the old GossipServer and Router;False;Preventative;True;1.0;1.0;4.0;1.8697293114032325;1084.0;0.0;0.0;1.0;0.0;0.0;3.5;0.0;3.0;1;592;592
110;18323;8210cd087b659edb9d4d83b6aad8030130a81932;1066248969;replaced a busy waiting loop with a nicer solution;False;;False;1.0;1.0;2.0;0.961236604722876;8.0;5.0;650.5;1.0;0.0;6.0;12.5;0.0;11.0;0;0;0
111;18322;5b98b299b92d8f9767a5739f6c4fc04841bcb4d0;1066248969;replaced a busy waiting loop with a nicer solution;False;;False;1.0;1.0;2.0;0.961236604722876;8.0;5.0;649.0;1.0;36.78616898148148;4.0;10.5;1.0203880975041884;9.0;0;0;0
112;18321;b7c42ebe0c6ce3ca68a039f51fd8b23ce4e646eb;1066249112;corrected a logging typing mistake;False;;False;1.0;1.0;1.0;0.0;3.0;3.0;700.0;1.0;36.78782407407408;2.0;14.0;1.027182906985378;2.0;0;0;0
113;18320;e77fce046541c25cef7d9257bb541864559be47c;1066249112;corrected a logging typing mistake;False;;False;1.0;1.0;1.0;0.0;3.0;3.0;700.0;1.0;0.0;3.0;15.0;0.0;3.0;0;0;0
114;18319;3de6d8fd84f7470696bddafba11ce193749b9e60;1066249198;avoided a spurious error message when the server closes connection;False;;False;1.0;1.0;1.0;0.0;7.0;4.0;757.0;1.0;0.0;3.0;17.0;0.0;5.0;0;0;0
